Available,Cost,Event name,Category,Organizer,Date,Time,Location,Photo,Summary
Y,,建造業零碳天地 x AIRSIDE暢遊九龍綠建Green Construction Tour,05. 認識香港,cic.zcphk,30/6,2-5pm,建造業零碳天地/AIRSIDE,,【建造業零碳天地 x AIRSIDE暢遊九龍綠建Green Construction Tour】 @cic.zcphk | 30/6 | 建造業零碳天地/AIRSIDE
Y,,一人一故事劇場社區演出《偶說事》,07. 藝術野,tpjourney2022,30/6,4-5pm,解憂舊書店,,【一人一故事劇場社區演出《偶說事》】 @tpjourney2022 | 30/6 | 解憂舊書店
Y,,「香港尋蹤︰軍事遺蹟」公眾講座,04. 香港人/社區/文化,clpulsehk,30/6,2:30-4pm,,,【「香港尋蹤︰軍事遺蹟」公眾講座】 @clpulsehk | 30/6 | 
Y,,靈修服務一週年分享會加小party,11. 身心靈,inward_little_spring,30/6,,,,【靈修服務一週年分享會加小party】 @inward_little_spring | 30/6 | 
Y,,死灰，抑或復燃：《觀火》新書分享會,01. 與書相遇,boundary.bookstore,30/6,8-9:30pm,界限書店,,【死灰，抑或復燃：《觀火》新書分享會】 @boundary.bookstore | 30/6 | 界限書店
Y,,性/別沙龍——BL文化與主流的距離 ,09. 性別/關係,onebookhalf_genderspace,30/6,2-4pm,一坪半 性別空間,,【性/別沙龍——BL文化與主流的距離 】 @onebookhalf_genderspace | 30/6 | 一坪半 性別空間
Y,,性/別沙龍——LGBTQ+圈的大迷思,09. 性別/關係,onebookhalf_genderspace,30/6,5-7pm,一坪半 性別空間,,【性/別沙龍——LGBTQ+圈的大迷思】 @onebookhalf_genderspace | 30/6 | 一坪半 性別空間
Y,,《敢夢人生》 映後分享會,07. 藝術野,hkunhcr,30/6,2:45-3:30pm,油麻地眾坊街3號 百老匯電影中心二樓,,【《敢夢人生》 映後分享會】 @hkunhcr | 30/6 | 油麻地眾坊街3號 百老匯電影中心二樓
Y,,山屋分享會——日本山屋文化體驗分享,06. 留在香港 環遊世界,gracecamp35,30/6,2-4pm,鞍山探索館,,【山屋分享會——日本山屋文化體驗分享】 @gracecamp35 | 30/6 | 鞍山探索館
Y,Free,Community beach cleanups,08. 環保與大自然,hkcleanup,30/6,10am-12pm,Silverstrand,Snapinsta.app_447242641_1413776542675778_2664176899270868791_n_1080,【Community beach cleanups】 @hkcleanup | 30/6 | Silverstrand
Y,Free,「情感幾何」展覽策展人導賞,07. 藝術野,1a_space,30/6,4pm,1a 空間 牛棚藝術村 14 號,Snapinsta.app_416233490_776425541176336_3666291738739603660_n_1024,【「情感幾何」展覽策展人導賞】 @1a_space | 30/6 | 1a 空間 牛棚藝術村 14 號
Y,Free,全職學生心理支援體驗計劃,11. 身心靈,yrrelationshipclinic,30/6截止報名,,,Snapinsta.app_416026859_337088269092897_705199471859250496_n_1080,【全職學生心理支援體驗計劃】 @yrrelationshipclinic | 30/6截止報名 | 
Y,,一起畫歷史建築繪本團,05. 認識香港,excohk,1/7,2:30-7pm,大坑,,【一起畫歷史建築繪本團】 @excohk | 1/7 | 大坑
Y,,Fabric Doll 布藝玩偶班x茶會,12. 整下野,aim121mia,1/7,1-6pm,新蒲崗雙喜街,,【Fabric Doll 布藝玩偶班x茶會】 @aim121mia | 1/7 | 新蒲崗雙喜街
Y,,禪修基礎訓練,11. 身心靈,mindful_still_together,1/7-16/9,9:30-10:15pm,online,,【禪修基礎訓練】 @mindful_still_together | 1/7-16/9 | online
Y,,藝術充權教室：我們如何編織我們的環境 ,04. 香港人/社區/文化,cccd_hk,2/7,8-9pm,賽馬會創意藝術中心,,【藝術充權教室：我們如何編織我們的環境 】 @cccd_hk | 2/7 | 賽馬會創意藝術中心
Y,,速學游泳班,13. 運動下,mellowoutzzzz,2/7-6/8,7-8pm,觀塘游泳池,,【速學游泳班】 @mellowoutzzzz | 2/7-6/8 | 觀塘游泳池
Y,,結伴成長計劃 X 兒童身心健康服務 暑期活動 義工招募2024,04. 香港人/社區/文化,bokss_hk,2/7 (deadline),,,,【結伴成長計劃 X 兒童身心健康服務 暑期活動 義工招募2024】 @bokss_hk | 2/7 (deadline) | 
Y,,學識新課程【我都要做廣播劇】,07. 藝術野,hok6dotcom,"2, 9, 16, 23, 30/7, 6, 13/8",8:30-10:30pm,online,,"【學識新課程【我都要做廣播劇】】 @hok6dotcom | 2, 9, 16, 23, 30/7, 6, 13/8 | online"
Y,,助人者培訓工作坊,11. 身心靈,danceless.unlock,"2, 9, 16, 23/7, 13, 20/8, 22, 29/10, 16/17, 19/11",10am-12pm,明愛沙田長者中心,,"【助人者培訓工作坊】 @danceless.unlock | 2, 9, 16, 23/7, 13, 20/8, 22, 29/10, 16/17, 19/11 | 明愛沙田長者中心"
Y,,建造綠色工作坊 –舒展解壓瑜伽,13. 運動下,cic.zcphk,3/7,7-8pm,建造業零碳天地 CIC - Zero Carbon Park,,【建造綠色工作坊 –舒展解壓瑜伽】 @cic.zcphk | 3/7 | 建造業零碳天地 CIC - Zero Carbon Park
Y,,海鳥辨識班,08. 環保與大自然,hkbws1957,"3/7 (理論), 13/7 (導賞)",,,,"【海鳥辨識班】 @hkbws1957 | 3/7 (理論), 13/7 (導賞) | "
Y,,bookclub23: 《三體》劉慈欣,,jisaam.books,4/7,7:30-9pm,貳叄書房(油麻地),,【bookclub23: 《三體》劉慈欣】 @jisaam.books | 4/7 | 貳叄書房(油麻地)
Y,,洪席耶《獲解放的觀眾》網上分享會,01. 與書相遇,knockknockbookstore,4/7,8-10pm,online,,【洪席耶《獲解放的觀眾》網上分享會】 @knockknockbookstore | 4/7 | online
Y,,養生跑基礎必修班,13. 運動下,runners_foods,4-10/7(開班),,,,【養生跑基礎必修班】 @runners_foods | 4-10/7(開班) | 
Y,,「江湖百鍊，俠影千相：金庸小說的多維閱讀」專題講座,01. 與書相遇,readingisjoyful,5/7,7-8:30pm,香港中央圖書館地下演講廳,,【「江湖百鍊，俠影千相：金庸小說的多維閱讀」專題講座】 @readingisjoyful | 5/7 | 香港中央圖書館地下演講廳
Y,,策展人公眾導賞 - 甲辰說龍,04. 香港人/社區/文化,artmuseumcuhk,5/7,1:30-2:30pm,中大文物館 展廳二,,【策展人公眾導賞 - 甲辰說龍】 @artmuseumcuhk | 5/7 | 中大文物館 展廳二
Y,,語言的少數用法：卡夫卡與少數文學,01. 與書相遇,goetheinstitut_hk,5/7,7-8:15pm,香港歌德學院圖書館,,【語言的少數用法：卡夫卡與少數文學】 @goetheinstitut_hk | 5/7 | 香港歌德學院圖書館
Y,,大南書節,02. 好書血拼,upperdeck_tainan,5/7-14/7,,深水埗大南街173號1/F,,【大南書節】 @upperdeck_tainan | 5/7-14/7 | 深水埗大南街173號1/F
Y,,學海書樓人生學問講座《人生到處知何似──詩詞中的人生感悟》,,hong_kong_central_library,6/7,2:30-4pm,香港中央圖書館地下演講廳,,【學海書樓人生學問講座《人生到處知何似──詩詞中的人生感悟》】 @hong_kong_central_library | 6/7 | 香港中央圖書館地下演講廳
Y,,咖啡拉花初級班,,mybook1hk,6/7,11:30am-1pm,商務尖沙咀圖書中心,,【咖啡拉花初級班】 @mybook1hk | 6/7 | 商務尖沙咀圖書中心
Y,, 輕木工體驗工作坊,12. 整下野,jctreeup,6/7,1:30-3pm / 3:15-4:45pm,深水埗美荷樓,,【 輕木工體驗工作坊】 @jctreeup | 6/7 | 深水埗美荷樓
Y,,The Heritage Survival series: Concluding Symposium,04. 香港人/社區/文化,hkicon.hk,6/7,2-6:30pm,The Helena May,,【The Heritage Survival series: Concluding Symposium】 @hkicon.hk | 6/7 | The Helena May
Y,,《好好聆聽，好好說話：做自己的親子調解員 》分享會,10. 親子關係,13bstore,6/7,2:30-4pm,13B Store,,【《好好聆聽，好好說話：做自己的親子調解員 》分享會】 @13bstore | 6/7 | 13B Store
Y,,《向死而生》共感會,11. 身心靈,breathingroom.hk,6/7,2-4pm,Breathing Room,,【《向死而生》共感會】 @breathingroom.hk | 6/7 | Breathing Room
Y,,Round 2：帶你踩單車的姐姐x （闖入）土炮日常醒神食堂！,13. 運動下,sister_treats_you_a_meal,6/7,1:30-6pm,元朗單車匯合中心-龍記單車,,【Round 2：帶你踩單車的姐姐x （闖入）土炮日常醒神食堂！】 @sister_treats_you_a_meal | 6/7 | 元朗單車匯合中心-龍記單車
Y,,「何塘閱識」公眾講座,04. 香港人/社區/文化,clpulsehk,6/7,11am-12:30pm,中電鐘樓文化館二樓活動室,,【「何塘閱識」公眾講座】 @clpulsehk | 6/7 | 中電鐘樓文化館二樓活動室
Y,,城界之間：九龍城寨概念遊,05. 認識香港,kongcept852,6/7,3:30-5:30pm,九龍城一帶,,【城界之間：九龍城寨概念遊】 @kongcept852 | 6/7 | 九龍城一帶
Y,,建造綠色工作坊 – STEAM 黏土旋轉咖啡杯,12. 整下野,cic.zcphk,6/7,2-4pm,建造業零碳天地 CIC - Zero Carbon Park,,【建造綠色工作坊 – STEAM 黏土旋轉咖啡杯】 @cic.zcphk | 6/7 | 建造業零碳天地 CIC - Zero Carbon Park
Y,Free,活意社Work For Life 開放日,04. 香港人/社區/文化,workforlife2023,6/7,3-5pm,觀塘敬業街55號皇廷廣場 29/F J室,Snapinsta.app_447870787_472216112145892_3939617252774117666_n_1080,
Y,,應用劇場處理校園衝突——以行動對抗欺凌工作坊,11. 身心靈,tefohk,6-7/7,10am-5pm,TEFO開放空間 (大埔藝術中心306室),,【應用劇場處理校園衝突——以行動對抗欺凌工作坊】 @tefohk | 6-7/7 | TEFO開放空間 (大埔藝術中心306室)
Y,,Figurecross X Wusoul - 「心”寧”聚會」市集,16. 市集,figurecross.company,6-7/7,1-8pm,D2 Place一期二樓The Space,,【Figurecross X Wusoul - 「心”寧”聚會」市集】 @figurecross.company | 6-7/7 | D2 Place一期二樓The Space
Y,,社區地膽導賞進階培訓,05. 認識香港,kowloon.city.walking.trail,"6/7, 13/7, 27/7, 10/8",,,,"【社區地膽導賞進階培訓】 @kowloon.city.walking.trail | 6/7, 13/7, 27/7, 10/8 | "
Y,,剪紙定格工作坊,10. 親子關係,hk.kiff,"6/7, 7/7, 14/7",,圓方水區1樓,,"【剪紙定格工作坊】 @hk.kiff | 6/7, 7/7, 14/7 | 圓方水區1樓"
Y,,影院小職員工作坊,10. 親子關係,hk.kiff,"6/7, 14/7, 20/7, 27/7, 28/7",,PREMIERE ELEMENTS,,"【影院小職員工作坊】 @hk.kiff | 6/7, 14/7, 20/7, 27/7, 28/7 | PREMIERE ELEMENTS"
Y,,爵士音樂初級入門課程,07. 藝術野,fountaindechopin,6/7 (6週),,Fountain,,【爵士音樂初級入門課程】 @fountaindechopin | 6/7 (6週) | Fountain
Y,,正念恆常共修課,11. 身心靈,mindful_still_together,"6, 13/7, 20, 27/7",4-6pm,灣仔告士打道 169號1樓,,"【正念恆常共修課】 @mindful_still_together | 6, 13/7, 20, 27/7 | 灣仔告士打道 169號1樓"
Y,,NVC初階課程——連繫的起點——假如我們之間再沒有暴力,11. 身心靈,housewithrain,"6/7, 13/7",1-6pm,觀塘課室,,"【NVC初階課程——連繫的起點——假如我們之間再沒有暴力】 @housewithrain | 6/7, 13/7 | 觀塘課室"
Y,,Metroplaza x LOCOLOCO - 周末綠色市集,16. 市集,locoloco_hk,"6, 7, 13, 14/7",12-9pm,新都會廣場 L3 露天廣場,,"【Metroplaza x LOCOLOCO - 周末綠色市集】 @locoloco_hk | 6, 7, 13, 14/7 | 新都會廣場 L3 露天廣場"
Y,Free,「致在空間中變魔法的人們」100個案例庫存展覽及巡禮,04. 香港人/社區/文化,spaceplushk,6-7/7,10am-7pm,大館,Snapinsta.app_445000799_17942904962810377_3955865653907959808_n_1024,【「致在空間中變魔法的人們」100個案例庫存展覽及巡禮】 @spaceplushk | 6-7/7 | 大館
Y,,東亞綠色藝術節,07. 藝術野,hkyaf,6-7/7,,九龍觀塘創紀之城5期東亞銀行中心7樓,,【東亞綠色藝術節】 @hkyaf | 6-7/7 | 九龍觀塘創紀之城5期東亞銀行中心7樓
Y,,手彫紋身工作坊,12. 整下野,lesshunter.tattoo,"6/7, 7/7",2-7pm,余地,,"【手彫紋身工作坊】 @lesshunter.tattoo | 6/7, 7/7 | 余地"
Y,,Summer Market 2024,16. 市集,dreamcatcher_market,"6-7/7, 13-14/7, 27-28/7, 3-4/8, 17-18/8, 31/8, 1/9",12-8pm,"L3, Life@KCC, Kwai Hing",,"【Summer Market 2024】 @dreamcatcher_market | 6-7/7, 13-14/7, 27-28/7, 3-4/8, 17-18/8, 31/8, 1/9 | L3, Life@KCC, Kwai Hing"
Y,,「Photobook Intensive」工作坊,,lumenvisum,6-9/7,10:30am-4:30pm,Lumenvisum,,【「Photobook Intensive」工作坊】 @lumenvisum | 6-9/7 | Lumenvisum
Y,,梅子林復育計劃二期 – 義工計劃,08. 環保與大自然,project.plum.grove,"6/7, 13/7, 20/7, 27/7",9am-4pm,沙頭角梅子林,,"【梅子林復育計劃二期 – 義工計劃】 @project.plum.grove | 6/7, 13/7, 20/7, 27/7 | 沙頭角梅子林"
Y,,【2024年「與作家會面」系列︰文學旅人】《我的雀鳥鄰居》,,hong_kong_central_library,7/7,2:30-4pm,藍田公共圖書館,,【【2024年「與作家會面」系列︰文學旅人】《我的雀鳥鄰居》】 @hong_kong_central_library | 7/7 | 藍田公共圖書館
Y,,bookclub23: 《三體》劉慈欣,,jisaam.books,7/7,2-3:30pm,貳叄書房(中環),,【bookclub23: 《三體》劉慈欣】 @jisaam.books | 7/7 | 貳叄書房(中環)
Y,,生死教育講座——生死兩相安,,pause_breathe,7/7,11am-1pm,亞皆老街86號昌明大廈7字樓Club O活動室,,【生死教育講座——生死兩相安】 @pause_breathe | 7/7 | 亞皆老街86號昌明大廈7字樓Club O活動室
Y,,《隨心●樂寫》寫作體驗工作坊,01. 與書相遇,heartjoy.magicalwriter,7/7,2-5pm,新蒲崗,,【《隨心●樂寫》寫作體驗工作坊】 @heartjoy.magicalwriter | 7/7 | 新蒲崗
Y,,HERE & NOW ONE DAY RETREAT FOR OUR BODY AND HEART,11. 身心靈,y_our_s___,7/7,8:30am-4pm,ZAAPSHARE THE PORTAL 亼舍,,【HERE & NOW ONE DAY RETREAT FOR OUR BODY AND HEART】 @y_our_s___ | 7/7 | ZAAPSHARE THE PORTAL 亼舍
Y,Free,想見你．兼善里,04. 香港人/社區/文化,kimshinlane,7/7,11am-4pm,兼善里,Snapinsta.app_448358497_1815608938925875_4033078118153964171_n_1024,【想見你．兼善里】 @kimshinlane | 7/7 | 兼善里
Y,,我們與「廢」的距離——生態神學的實踐、倡議、對談公開聚會,08. 環保與大自然,waterloop.hk,7/7,2:30-5pm,中國基督教播道會窩打老道山福音堂 禮堂,,【我們與「廢」的距離——生態神學的實踐、倡議、對談公開聚會】 @waterloop.hk | 7/7 | 中國基督教播道會窩打老道山福音堂 禮堂
Y,,7月清潔行動：港島大浪灣,08. 環保與大自然,naturerescuehk,7/7,,港島大浪灣,,【7月清潔行動：港島大浪灣】 @naturerescuehk | 7/7 | 港島大浪灣
Y,,建造綠色工作坊 – 生態桌遊 – 卡斯卡迪亞之旅,08. 環保與大自然,cic.zcphk,7/7,2-4pm,建造業零碳天地 CIC - Zero Carbon Park,,【建造綠色工作坊 – 生態桌遊 – 卡斯卡迪亞之旅】 @cic.zcphk | 7/7 | 建造業零碳天地 CIC - Zero Carbon Park
Y,,暑期日文入門班,17. 其他,oshie.i_japanese,"7, 14, 21, 28/7",10am-12pm,九龍灣健力工業大廈,,"【暑期日文入門班】 @oshie.i_japanese | 7, 14, 21, 28/7 | 九龍灣健力工業大廈"
Y,,戲曲入門：推開戲曲大觀園,07. 藝術野,hok6dotcom,"7, 14, 21/7, 27/7, 3, 11/8",8-10pm,online,,"【戲曲入門：推開戲曲大觀園】 @hok6dotcom | 7, 14, 21/7, 27/7, 3, 11/8 | online"
Y,,社區訪談工作坊,04. 香港人/社區/文化,halfcupsquat,"7, 14, 21, 28/7, 4, 11/8",11am-1pm,半杯寮,,"【社區訪談工作坊】 @halfcupsquat | 7, 14, 21, 28/7, 4, 11/8 | 半杯寮"
Y,,NVC感受需要卡-初階-聆聽篇,11. 身心靈,housewithrain,"7/7, 21/7",1:30-6pm,覺本,,"【NVC感受需要卡-初階-聆聽篇】 @housewithrain | 7/7, 21/7 | 覺本"
Y,,filmclub23 TAKE 2 / 天使來過人間——《螢火蟲之墓》高畑勳 編導（1988）/《螢火蟲之墓》野坂昭如 著（1967）,01. 與書相遇,jisaam.books,8/7,7:30-9pm,貳叄書房(油麻地),,【filmclub23 TAKE 2 / 天使來過人間——《螢火蟲之墓》高畑勳 編導（1988）/《螢火蟲之墓》野坂昭如 著（1967）】 @jisaam.books | 8/7 | 貳叄書房(油麻地)
Y,,藝術充權教室：我在JCCAC 的日子,04. 香港人/社區/文化,cccd_hk,8/7,7:30-9pm,賽馬會創意藝術中心,,【藝術充權教室：我在JCCAC 的日子】 @cccd_hk | 8/7 | 賽馬會創意藝術中心
Y,Free,南亞文化研習小組：南亞運動,06. 留在香港 環遊世界,fredie.hung,8/7,,少數點文化,441359720_765321722403047_1708163004769856949_n,【南亞文化研習小組：南亞運動】 @fredie.hung | 8/7 | 少數點文化
Y,Free,《話說大坑西——「家」的自白與旁白》分享會：尋思我城,05. 認識香港,cogito._hk,8/7,7-8pm,,Snapinsta.app_447682087_814995960204804_69074835484028294_n_1024,【《話說大坑西——「家」的自白與旁白》分享會：尋思我城】 @cogito._hk | 8/7 | 
Y,,青年牧養茶座【從實踐到神學：探索青年新生代．教會新面向】,11. 身心靈,hong_kong_christian_council,9/7,3:15-5:30pm,聖公會諸聖座堂感恩堂,,【青年牧養茶座【從實踐到神學：探索青年新生代．教會新面向】】 @hong_kong_christian_council | 9/7 | 聖公會諸聖座堂感恩堂
Y,,哲學輔導專題︰愛情的哲學,01. 與書相遇,philosophy_n_life,9-30/7,8-10pm,online,,【哲學輔導專題︰愛情的哲學】 @philosophy_n_life | 9-30/7 | online
Y,,宗教講座：略談印度四大宗教,06. 留在香港 環遊世界,hkhinduism,10/7,,葵芳港香堂製香工房,,【宗教講座：略談印度四大宗教】 @hkhinduism | 10/7 | 葵芳港香堂製香工房
Y,Free,《話說大坑西——「家」的自白與旁白》分享會：大坑西新邨社區劇場表演者 — 「框外之民」,05. 認識香港,cogito._hk,10/7,7-8pm,,Snapinsta.app_447682087_814995960204804_69074835484028294_n_1024,【《話說大坑西——「家」的自白與旁白》分享會：大坑西新邨社區劇場表演者 — 「框外之民」】 @cogito._hk | 10/7 | 
Y,,政治哲學入門,01. 與書相遇,philosophy_n_life,10/7-14/8,8-10pm,online,,【政治哲學入門】 @philosophy_n_life | 10/7-14/8 | online
Y,,「五感 x手作」靈命塑造工作坊——加減人生 – 木雕創作,,pausespace.gcf,11/7,7:30-9:30pm,小息空間,,【「五感 x手作」靈命塑造工作坊——加減人生 – 木雕創作】 @pausespace.gcf | 11/7 | 小息空間
Y,,bookclub23: 《故事新編》魯迅,,jisaam.books,11/7,7:30-9pm,貳叄書房(油麻地),,【bookclub23: 《故事新編》魯迅】 @jisaam.books | 11/7 | 貳叄書房(油麻地)
Y,,山屋日出體驗營,10. 親子關係,gracecamp35,"11-12/7, 18-19/7",,馬鞍山,,"【山屋日出體驗營】 @gracecamp35 | 11-12/7, 18-19/7 | 馬鞍山"
Y,,《例外狀態》分享會,01. 與書相遇,knockknockbookstore,12/7,7:30-9:30pm,knock knock 覺閣,,【《例外狀態》分享會】 @knockknockbookstore | 12/7 | knock knock 覺閣
Y,,不一樣的。飯局—性別對話x陌生人x素食,09. 性別/關係,hkaaf38,12/7,7:30-10:30pm,新婦女協進會,,【不一樣的。飯局—性別對話x陌生人x素食】 @hkaaf38 | 12/7 | 新婦女協進會
Y,Free,籽識教育10周年活動,04. 香港人/社區/文化,laviolet_education,12/7,10am-4:30pm,九龍塘達之路78號生產力大樓SME One Foyer,Snapinsta.app_447861824_464468595951684_6141324557341297981_n_1024,【籽識教育10周年活動】 @laviolet_education | 12/7 | 九龍塘達之路78號生產力大樓SME One Foyer
Y,Free,《話說大坑西——「家」的自白與旁白》分享會：大坑西生活學藝人— 居民郭基權先生,05. 認識香港,cogito._hk,"12/7, 13/7",,,Snapinsta.app_447682087_814995960204804_69074835484028294_n_1024,"【《話說大坑西——「家」的自白與旁白》分享會：大坑西生活學藝人— 居民郭基權先生】 @cogito._hk | 12/7, 13/7 | "
Y,,速學游泳班,13. 運動下,mellowoutzzzz,12/7-13/8,7-8pm,觀塘游泳池,,【速學游泳班】 @mellowoutzzzz | 12/7-13/8 | 觀塘游泳池
Y,,全方位野外夜行生態團,08. 環保與大自然,hkbws1957,"12/7, 31/8",7-10pm,龍虎山,,"【全方位野外夜行生態團】 @hkbws1957 | 12/7, 31/8 | 龍虎山"
Y,,SKY LAB! Summer OCamp 2024,17. 其他,skylab.bgca,12-14/7,,賽馬會長洲鮑思高青年中心,,【SKY LAB! Summer OCamp 2024】 @skylab.bgca | 12-14/7 | 賽馬會長洲鮑思高青年中心
Y,,腦舍X獵人書店：香港手語班新手初級一,17. 其他,hunter.bookstore,"12/7, 19/7, 26/7, 2/8, 9/8, 16/8",8-10pm,獵人書店,,"【腦舍X獵人書店：香港手語班新手初級一】 @hunter.bookstore | 12/7, 19/7, 26/7, 2/8, 9/8, 16/8 | 獵人書店"
Y,,《Animal Liberation Now》讀書會,01. 與書相遇,frdofanimal,"15/5, 15/6, 13/7, 10/8, 14/9, 12/10",3:30-5:30pm,余地,,"【《Animal Liberation Now》讀書會】 @frdofanimal | 15/5, 15/6, 13/7, 10/8, 14/9, 12/10 | 余地"
Y,,Travella x 香港城釀：自釀蜂蜜酒 & 釀酒廠導賞團,14. Cheers,hk.travella,"16/6, 13/7, 10/8",3:30-5pm,荃灣西工業區,,"【Travella x 香港城釀：自釀蜂蜜酒 & 釀酒廠導賞團】 @hk.travella | 16/6, 13/7, 10/8 | 荃灣西工業區"
Y,,逆流 末世說 Live in Hong Kong 2024,,tickcats,13/7,7pm,"Kitty Woo Stadium, TungPo",,"【逆流 末世說 Live in Hong Kong 2024】 @tickcats | 13/7 | Kitty Woo Stadium, TungPo"
