Available,Cost,Event name,Category,Organizer,Date,Time,Location,Photo,Summary
Y,,旅行一定要去外國？本地遊經驗聊天室,05. 認識香港,hk.travella,13/7,2:30-4pm,太陽系同學會,,【旅行一定要去外國？本地遊經驗聊天室】 @hk.travella | 13/7 | 太陽系同學會
Y,,何東夜生態微觀,08. 環保與大自然,hokoon101,13/7,7-9pm,上水古洞嗇色園何東夫人醫局生態研習中心,,【何東夜生態微觀】 @hokoon101 | 13/7 | 上水古洞嗇色園何東夫人醫局生態研習中心
Y,,《種棵樹》繪本會,11. 身心靈,breathingroom.hk,13/7,2-4pm,Breathing Room,,【《種棵樹》繪本會】 @breathingroom.hk | 13/7 | Breathing Room
Y,,龍的傳人小竹龍紮作工作坊,04. 香港人/社區/文化,artmuseumcuhk,13/7,12-3pm,中大文物館,,【龍的傳人小竹龍紮作工作坊】 @artmuseumcuhk | 13/7 | 中大文物館
Y,,《種棵樹》繪本會,01. 與書相遇,breathingroom.hk,13/7,2-4pm,Breathing Room,,【《種棵樹》繪本會】 @breathingroom.hk | 13/7 | Breathing Room
Y,,建造綠色工作坊 – Minecraft 智慧城市規劃師,04. 香港人/社區/文化,cic.zcphk,13/7,2:30-4:30pm,建造業零碳天地 CIC - Zero Carbon Park,,【建造綠色工作坊 – Minecraft 智慧城市規劃師】 @cic.zcphk | 13/7 | 建造業零碳天地 CIC - Zero Carbon Park
Y,,Antique Alley Market 懷舊窄巷市集,16. 市集,1001hk_1001hk,"13/7, 14/7",1-8pm,"RM01, 10/F, Hung Tat Industrial Building, 43 Hung To Rd, Kwun Tong",,"【Antique Alley Market 懷舊窄巷市集】 @1001hk_1001hk | 13/7, 14/7 | RM01, 10/F, Hung Tat Industrial Building, 43 Hung To Rd, Kwun Tong"
Y,,綠匯學苑古蹟導賞員計劃,05. 認識香港,kfbg.official,"13, 21, 28/7",,綠匯學苑,,"【綠匯學苑古蹟導賞員計劃】 @kfbg.official | 13, 21, 28/7 | 綠匯學苑"
Y,,夏日果果市集,16. 市集,hanabitribe,"13/7, 14/7, 20/7, 21/7",1-8pm,聯和趁墟- 菜市集位置,,"【夏日果果市集】 @hanabitribe | 13/7, 14/7, 20/7, 21/7 | 聯和趁墟- 菜市集位置"
Y,,夜間生態導賞團——仲夏魚塘漫遊,08. 環保與大自然,hkfishpond,"13/7, 27/7, 17/8",5:15-9:15pm,,,"【夜間生態導賞團——仲夏魚塘漫遊】 @hkfishpond | 13/7, 27/7, 17/8 | "
Y,,bookclub23: 《故事新編》魯迅,,jisaam.books,14/7,2-3:30pm,貳叄書房(中環),,【bookclub23: 《故事新編》魯迅】 @jisaam.books | 14/7 | 貳叄書房(中環)
Y,,「大角咀街頭體操」工作坊,13. 運動下,retaikoktsui,14/7,2-5pm,旺角街坊會陳慶社會服務中心,,【「大角咀街頭體操」工作坊】 @retaikoktsui | 14/7 | 旺角街坊會陳慶社會服務中心
Y,,消災延壽藥師健康法會,11. 身心靈,enlightening_platform,14/7,9am-12pm,荃灣老圍村佛光淨舍,,【消災延壽藥師健康法會】 @enlightening_platform | 14/7 | 荃灣老圍村佛光淨舍
Y,,火苗讀書會123：契訶夫〈洛希爾的提琴〉、〈第六病房〉及其他,01. 與書相遇,flamesdreamers,14/7,2-5pm,theDesk,,【火苗讀書會123：契訶夫〈洛希爾的提琴〉、〈第六病房〉及其他】 @flamesdreamers | 14/7 | theDesk
Y,,自然遊戲 X  Homemade Playdough 親子工作坊,10. 親子關係,highrock_stewards,14/7,10am-4pm,香港神託會靈基營,,【自然遊戲 X  Homemade Playdough 親子工作坊】 @highrock_stewards | 14/7 | 香港神託會靈基營
Y,,歷程戲劇體驗活動｜《高塔之城2.0》,07. 藝術野,prismarts.hk,14/7,1:30-5:30pm,荔枝角青山道百美工廠大廈1樓B3室,,【歷程戲劇體驗活動｜《高塔之城2.0》】 @prismarts.hk | 14/7 | 荔枝角青山道百美工廠大廈1樓B3室
Y,,建造綠色工作坊 – 手捏陶瓷眼鏡座,12. 整下野,cic.zcphk,14/7,2-5pm,建造業零碳天地 CIC - Zero Carbon Park,,【建造綠色工作坊 – 手捏陶瓷眼鏡座】 @cic.zcphk | 14/7 | 建造業零碳天地 CIC - Zero Carbon Park
Y,Free,Community beach cleanups,08. 環保與大自然,hkcleanup,14/7,10am-12pm,Shek O,Snapinsta.app_447242641_1413776542675778_2664176899270868791_n_1080,【Community beach cleanups】 @hkcleanup | 14/7 | Shek O
Y,,filmclub23 TAKE 2 / 天使來過人間——“The Green Mile” directed by Frank Databont / “The Green Mile” written by Stephen King,01. 與書相遇,jisaam.books,15/7,7:30-9pm,貳叄書房(油麻地),,【filmclub23 TAKE 2 / 天使來過人間——“The Green Mile” directed by Frank Databont / “The Green Mile” written by Stephen King】 @jisaam.books | 15/7 | 貳叄書房(油麻地)
Y,Free,南亞文化研習小組：南亞種族,06. 留在香港 環遊世界,fredie.hung,15/7,,少數點文化,441359720_765321722403047_1708163004769856949_n,【南亞文化研習小組：南亞種族】 @fredie.hung | 15/7 | 少數點文化
Y,,七月設計學社,04. 香港人/社區/文化,urbanroom.social,15/7-30/7,,英皇道1046號益昌大廈地面20號舖,,【七月設計學社】 @urbanroom.social | 15/7-30/7 | 英皇道1046號益昌大廈地面20號舖
Y,,童心夏日森林之旅——觸．動自然｜5天兒童夏令日營,,kfbg.official,"15-19/7, 29/7-2/8, 12-16/8",,嘉道理農場暨植物園,,"【童心夏日森林之旅——觸．動自然｜5天兒童夏令日營】 @kfbg.official | 15-19/7, 29/7-2/8, 12-16/8 | 嘉道理農場暨植物園"
Y,,7月清潔行動：馬鞍山烏溪沙海灘,08. 環保與大自然,naturerescuehk,16/7,,馬鞍山烏溪沙海灘,,【7月清潔行動：馬鞍山烏溪沙海灘】 @naturerescuehk | 16/7 | 馬鞍山烏溪沙海灘
Y,,《同聲同氣：香港年長女同志口述史》新書分享會,01. 與書相遇,hong_kong_christian_council,16/7,3-9pm,尖沙咀加連威老道33號基督教協進大樓LG,,【《同聲同氣：香港年長女同志口述史》新書分享會】 @hong_kong_christian_council | 16/7 | 尖沙咀加連威老道33號基督教協進大樓LG
Y,,靜觀舞蹈動作治療小組 – 動身心，益身心健康計劃,11. 身心靈,cccd_hk,16/7-5/11 / 17/7-20/7,,賽馬會創意藝術中心,,【靜觀舞蹈動作治療小組 – 動身心，益身心健康計劃】 @cccd_hk | 16/7-5/11 / 17/7-20/7 | 賽馬會創意藝術中心
Y,,7月書店閱讀營——情緒大飯店,10. 親子關係,roomforlife2020,"16/7, 17/7, 18/7, 19/7",10am-4:30pm,Room For Life,,"【7月書店閱讀營——情緒大飯店】 @roomforlife2020 | 16/7, 17/7, 18/7, 19/7 | Room For Life"
Y,,建造綠色工作坊 – 頌缽淨化瑜伽,11. 身心靈,cic.zcphk,17/7,7-8pm,建造業零碳天地 CIC - Zero Carbon Park,,【建造綠色工作坊 – 頌缽淨化瑜伽】 @cic.zcphk | 17/7 | 建造業零碳天地 CIC - Zero Carbon Park
Y,,專題社區設計,04. 香港人/社區/文化,urbanroom.social,17/7-21/8,,英皇道1046號益昌大廈地面20號舖,,【專題社區設計】 @urbanroom.social | 17/7-21/8 | 英皇道1046號益昌大廈地面20號舖
Y,,親子設計學社,10. 親子關係,urbanroom.social,17/7-21/8,,英皇道1046號益昌大廈地面20號舖,,【親子設計學社】 @urbanroom.social | 17/7-21/8 | 英皇道1046號益昌大廈地面20號舖
Y,,7月清潔行動：屯門小欖海灣,08. 環保與大自然,naturerescuehk,18/7,,屯門小欖海灣,,【7月清潔行動：屯門小欖海灣】 @naturerescuehk | 18/7 | 屯門小欖海灣
Y,,bookclub23: 《沙丘之女》安部公房,01. 與書相遇,jisaam.books,"18/7, 21/7",7:30-9pm / 2-3:30pm,貳叄書房(油麻地) / (中環),,"【bookclub23: 《沙丘之女》安部公房】 @jisaam.books | 18/7, 21/7 | 貳叄書房(油麻地) / (中環)"
Y,,咖啡拉花初級班,,mybook1hk,20/7,11:30am-1pm,商務尖沙咀圖書中心,,【咖啡拉花初級班】 @mybook1hk | 20/7 | 商務尖沙咀圖書中心
Y,,gentlebooksco birthday celebration,01. 與書相遇,gentlebooksco,20/7,6:30pm,"hjem, 161 hollywood rd",,"【gentlebooksco birthday celebration】 @gentlebooksco | 20/7 | hjem, 161 hollywood rd"
Y,,𝐑𝐞 𝐓𝐫𝐞𝐚𝐬𝐮𝐫𝐞 𝐌𝐚𝐫𝐤𝐞𝐭,16. 市集,hku_sustainability,20/7,10am-4pm,HKU Haking Wong Podium,,【𝐑𝐞 𝐓𝐫𝐞𝐚𝐬𝐮𝐫𝐞 𝐌𝐚𝐫𝐤𝐞𝐭】 @hku_sustainability | 20/7 | HKU Haking Wong Podium
Y,Free,正念入門初體驗,11. 身心靈,mindful.biscuit,"20/7, 3/8",2-5pm,荃灣老圍村,Snapinsta.app_441530553_1362471214574318_4684843714777157810_n_1080,"【正念入門初體驗】 @mindful.biscuit | 20/7, 3/8 | 荃灣老圍村"
Y,,粵要講哩啲 主題市集,16. 市集,lifemarthk,20-21/7,1-8pm,D2 Place ONE 2/F The Space,,【粵要講哩啲 主題市集】 @lifemarthk | 20-21/7 | D2 Place ONE 2/F The Space
Y,,Mind Vacation 正念入門初體驗,11. 身心靈,hkhealpy,"20/7, 3/8",2-5pm,Enlightening Platform (新界荃灣老圍村),,"【Mind Vacation 正念入門初體驗】 @hkhealpy | 20/7, 3/8 | Enlightening Platform (新界荃灣老圍村)"
Y,,暑期本地深度遊：夏日柴火創作,,icommonhk,21/7,2-6pm,油麻地 果欄 / 果邊,,【暑期本地深度遊：夏日柴火創作】 @icommonhk | 21/7 | 油麻地 果欄 / 果邊
Y,,認識漁民話講座,04. 香港人/社區/文化,pakshawan619,21/7,5-7pm,白沙灣村公所,,【認識漁民話講座】 @pakshawan619 | 21/7 | 白沙灣村公所
Y,,7月清潔行動：港島大浪灣,08. 環保與大自然,naturerescuehk,21/7,,港島大浪灣,,【7月清潔行動：港島大浪灣】 @naturerescuehk | 21/7 | 港島大浪灣
Y,,「微光咖啡廳」義工招募,04. 香港人/社區/文化,the_glimmers.inthecorner,21/7開始,,,,【「微光咖啡廳」義工招募】 @the_glimmers.inthecorner | 21/7開始 | 
Y,,filmclub23 TAKE 2 / 天使來過人間——“A.I. Artificial Intelligence” directed by Steven Spielberg / “Supertoys Last All Summer Long” written by Brian Aldiss,01. 與書相遇,jisaam.books,22/7,7:30-9pm,貳叄書房(油麻地),,【filmclub23 TAKE 2 / 天使來過人間——“A.I. Artificial Intelligence” directed by Steven Spielberg / “Supertoys Last All Summer Long” written by Brian Aldiss】 @jisaam.books | 22/7 | 貳叄書房(油麻地)
Y,Free,南亞文化研習小組：南亞飲食文化,06. 留在香港 環遊世界,fredie.hung,22/7,,少數點文化,441359720_765321722403047_1708163004769856949_n,【南亞文化研習小組：南亞飲食文化】 @fredie.hung | 22/7 | 少數點文化
Y,,7月清潔行動：大嶼山大澳,08. 環保與大自然,naturerescuehk,23/7,,大嶼山大澳,,【7月清潔行動：大嶼山大澳】 @naturerescuehk | 23/7 | 大嶼山大澳
Y,,展覽導賞 | 香港再偶拾,07. 藝術野,asiaartarchive,"18/6, 23/7, 20/8",12:30-1:30pm,"CCG Library, Asia Art Archive",,"【展覽導賞 | 香港再偶拾】 @asiaartarchive | 18/6, 23/7, 20/8 | CCG Library, Asia Art Archive"
Y,,童心夏日森林之旅——童森創作｜3天藝術音樂日營,,kfbg.official,"23-25/7, 6-8/8. 20-22/8",,嘉道理農場暨植物園,,"【童心夏日森林之旅——童森創作｜3天藝術音樂日營】 @kfbg.official | 23-25/7, 6-8/8. 20-22/8 | 嘉道理農場暨植物園"
Y,,童心夏日森林之旅——森林故事探索│1天親子日營,,kfbg.official,"23, 25, 27/7, 20, 22, 24/8",,嘉道理農場暨植物園,,"【童心夏日森林之旅——森林故事探索│1天親子日營】 @kfbg.official | 23, 25, 27/7, 20, 22, 24/8 | 嘉道理農場暨植物園"
Y,,深水埗之貓貓故事館,,itssp_hkywca,"23/7, 30/7, 6/8, 13/8",3-5pm,深水埗,,"【深水埗之貓貓故事館】 @itssp_hkywca | 23/7, 30/7, 6/8, 13/8 | 深水埗"
Y,,建造綠色工作坊 - 墊上塑形普拉提,13. 運動下,cic.zcphk,"24/7, 31/7",7-8pm,建造業零碳天地 CIC - Zero Carbon Park,,"【建造綠色工作坊 - 墊上塑形普拉提】 @cic.zcphk | 24/7, 31/7 | 建造業零碳天地 CIC - Zero Carbon Park"
Y,,7月清潔行動：屯門蝴蝶灣海灣,08. 環保與大自然,naturerescuehk,25/7,,屯門蝴蝶灣海灣,,【7月清潔行動：屯門蝴蝶灣海灣】 @naturerescuehk | 25/7 | 屯門蝴蝶灣海灣
Y,,bookclub23: 《城堡》法蘭茲·卡夫卡,01. 與書相遇,jisaam.books,"25/7, 28/7",7:30-9pm / 2-3:30pm,貳叄書房(油麻地) / (中環),,"【bookclub23: 《城堡》法蘭茲·卡夫卡】 @jisaam.books | 25/7, 28/7 | 貳叄書房(油麻地) / (中環)"
Y,,【Sips & Trips】中東女行 101,06. 留在香港 環遊世界,hk.travella,26/7,7:30-9pm,尖沙嘴文化中心 Lemna of the Alchemist,,【【Sips & Trips】中東女行 101】 @hk.travella | 26/7 | 尖沙嘴文化中心 Lemna of the Alchemist
Y,,祝福手繪工作坊,12. 整下野,hillhealing,26/7,7-8:30pm,香港小童群益會總部,,【祝福手繪工作坊】 @hillhealing | 26/7 | 香港小童群益會總部
Y,,生態危機與宗教責任：拉圖對基督信仰的挑戰與寄望,01. 與書相遇,knockknockbookstore,26/7,7:30-9:30pm,knock knock 覺閣,,【生態危機與宗教責任：拉圖對基督信仰的挑戰與寄望】 @knockknockbookstore | 26/7 | knock knock 覺閣
Y,,全方位野外夜行生態團,08. 環保與大自然,hkbws1957,"26/7, 24/8",6:30-10pm,城門水塘,,"【全方位野外夜行生態團】 @hkbws1957 | 26/7, 24/8 | 城門水塘"
Y,,新達廣場生活市集,16. 市集,dreamcatcher_market,26/7-11/8,11am-9pm,大埔新達廣場L1中庭,,【新達廣場生活市集】 @dreamcatcher_market | 26/7-11/8 | 大埔新達廣場L1中庭
Y,,建造綠色工作坊 – 升級再造雨遮袋,12. 整下野,cic.zcphk,27/7,2:30-4:30pm,建造業零碳天地 CIC - Zero Carbon Park,,【建造綠色工作坊 – 升級再造雨遮袋】 @cic.zcphk | 27/7 | 建造業零碳天地 CIC - Zero Carbon Park
Y,,香港仔．海陸導賞團,05. 認識香港,thefisherhk,"15/6, 27/7, 24/8",10am-12pm,香港仔,,"【香港仔．海陸導賞團】 @thefisherhk | 15/6, 27/7, 24/8 | 香港仔"
Y,,M3氣球市集,,marketfree.m3,27-28/7,1-8pm,D2一期2樓THE SPACE,,【M3氣球市集】 @marketfree.m3 | 27-28/7 | D2一期2樓THE SPACE
Y,,《香港爵士樂圈》講座 - 第三講：香港爵士樂圈的近況探討,,fountaindechopin,28/7,3pm,Jim Hall @ Fountain,,【《香港爵士樂圈》講座 - 第三講：香港爵士樂圈的近況探討】 @fountaindechopin | 28/7 | Jim Hall @ Fountain
Y,,鐵幕旅遊：蘇聯與中亞旅居體驗分享,06. 留在香港 環遊世界,hk.travella,28/7,2:30-4pm,長沙灣太陽系同學會 SOL Mate Club,,【鐵幕旅遊：蘇聯與中亞旅居體驗分享】 @hk.travella | 28/7 | 長沙灣太陽系同學會 SOL Mate Club
Y,,7月清潔行動：南丫島蘆鬚城,08. 環保與大自然,naturerescuehk,28/7,,南丫島蘆鬚城,,【7月清潔行動：南丫島蘆鬚城】 @naturerescuehk | 28/7 | 南丫島蘆鬚城
Y,Free,Community beach cleanups,08. 環保與大自然,hkcleanup,28/7,10am-1pm,South Lemma,Snapinsta.app_447242641_1413776542675778_2664176899270868791_n_1080,【Community beach cleanups】 @hkcleanup | 28/7 | South Lemma
Y,Free,南亞文化研習小組：南亞服飾,06. 留在香港 環遊世界,fredie.hung,29/7,,少數點文化,441359720_765321722403047_1708163004769856949_n,【南亞文化研習小組：南亞服飾】 @fredie.hung | 29/7 | 少數點文化
Y,,filmclub23 TAKE 3 / 唯有失去一切,01. 與書相遇,jisaam.books,"29/7, 5/8, 12/8",7:30-9pm,貳叄書房 (油麻地),,"【filmclub23 TAKE 3 / 唯有失去一切】 @jisaam.books | 29/7, 5/8, 12/8 | 貳叄書房 (油麻地)"
Y,,「十八有藝」社區演藝計劃《身體年輪》2024-25——跨代工作坊,07. 藝術野,danceless.unlock,"29/5, 30/7, 3/8, 19/8",,Multiple locations,,"【「十八有藝」社區演藝計劃《身體年輪》2024-25——跨代工作坊】 @danceless.unlock | 29/5, 30/7, 3/8, 19/8 | Multiple locations"
Y,,7月清潔行動：屯門青龍小石灘,08. 環保與大自然,naturerescuehk,30/7,,屯門青龍小石灘,,【7月清潔行動：屯門青龍小石灘】 @naturerescuehk | 30/7 | 屯門青龍小石灘
Y,,建造綠色工作坊 – 2日劍擊訓練營,13. 運動下,cic.zcphk,1-2/8,2:30-4:30pm,建造業零碳天地 CIC - Zero Carbon Park,,【建造綠色工作坊 – 2日劍擊訓練營】 @cic.zcphk | 1-2/8 | 建造業零碳天地 CIC - Zero Carbon Park
Y,,學海書樓人生學問講座《從歷史看中國音樂現代化》,,hong_kong_central_library,3/8,2:30-4pm,香港中央圖書館地下演講廳,,【學海書樓人生學問講座《從歷史看中國音樂現代化》】 @hong_kong_central_library | 3/8 | 香港中央圖書館地下演講廳
Y,,HomeSquare 萌寵嘉年華市集,16. 市集,dreamcatcher_market,"13-14/6, 3-4/8, 10-11/8",12-7pm,沙田 HomeSquare L2 & L3/沙田新城市廣場一期一樓寵物同樂園,,"【HomeSquare 萌寵嘉年華市集】 @dreamcatcher_market | 13-14/6, 3-4/8, 10-11/8 | 沙田 HomeSquare L2 & L3/沙田新城市廣場一期一樓寵物同樂園"
Y,,「回收木造拇指琴」親子工作坊,10. 親子關係,kfbg.official,"3, 17/8",10am-3:30pm,嘉道理農場暨植物園,,"【「回收木造拇指琴」親子工作坊】 @kfbg.official | 3, 17/8 | 嘉道理農場暨植物園"
Y,,慈善普拉提班,13. 運動下,hjoyandmercy,4/8,2:30-3:30pm / 4:00-5:00pm,尖沙咀山林道20號錦興大廈601室,,【慈善普拉提班】 @hjoyandmercy | 4/8 | 尖沙咀山林道20號錦興大廈601室
Y,Free,南亞文化研習小組：南亞經濟產業,06. 留在香港 環遊世界,fredie.hung,5/8,,少數點文化,441359720_765321722403047_1708163004769856949_n,【南亞文化研習小組：南亞經濟產業】 @fredie.hung | 5/8 | 少數點文化
Y,,bookclub23: 《殘雪自選集》殘雪,01. 與書相遇,jisaam.books,"8/8, 11/8",7:30-9pm / 2-3:30pm,貳叄書房(油麻地) / (中環),,"【bookclub23: 《殘雪自選集》殘雪】 @jisaam.books | 8/8, 11/8 | 貳叄書房(油麻地) / (中環)"
Y,,繪本表達藝術課-小小班——當情緒被看見 ﹙第二期﹚,10. 親子關係,lifereading.vwlink,"8, 10, 15, 17/8",1-:30am-12pm,The LightHouse 光舍,,"【繪本表達藝術課-小小班——當情緒被看見 ﹙第二期﹚】 @lifereading.vwlink | 8, 10, 15, 17/8 | The LightHouse 光舍"
Y,,慈善普拉提班,13. 運動下,hjoyandmercy,11/8,2:30-3:30pm / 4:00-5:00pm,屯門杯渡99號(99commons) 15樓1519室,,【慈善普拉提班】 @hjoyandmercy | 11/8 | 屯門杯渡99號(99commons) 15樓1519室
Y,,【帶著繪本去旅行】Life Reading暑期繪本活動,10. 親子關係,lifereading.vwlink,14-17/8,2:30-3:45pm,德慧文化「閱讀不打烊」閱讀空間,,【【帶著繪本去旅行】Life Reading暑期繪本活動】 @lifereading.vwlink | 14-17/8 | 德慧文化「閱讀不打烊」閱讀空間
Y,,八月設計學社,04. 香港人/社區/文化,urbanroom.social,14/8-30/8,,英皇道1046號益昌大廈地面20號舖,,【八月設計學社】 @urbanroom.social | 14/8-30/8 | 英皇道1046號益昌大廈地面20號舖
Y,,bookclub23: 《生命中不能承受之輕》米蘭·昆德拉,01. 與書相遇,jisaam.books,"15/8, 18/8",7:30-9pm / 2-3:30pm,貳叄書房(油麻地) / (中環),,"【bookclub23: 《生命中不能承受之輕》米蘭·昆德拉】 @jisaam.books | 15/8, 18/8 | 貳叄書房(油麻地) / (中環)"
Y,,人人都可以係神學家：必修心法,11. 身心靈,lifeseeksunderstanding,"16, 23, 30/8, 6/9",8-9:30pm,online,,"【人人都可以係神學家：必修心法】 @lifeseeksunderstanding | 16, 23, 30/8, 6/9 | online"
Y,,【2024年「與作家會面」系列︰文學旅人】《在娛樂碎片化的年代，流行文學已不流行》,,hong_kong_central_library,24/8,2:30-4pm,大會堂公共圖書館,,【【2024年「與作家會面」系列︰文學旅人】《在娛樂碎片化的年代，流行文學已不流行》】 @hong_kong_central_library | 24/8 | 大會堂公共圖書館
Y,,《香港爵士樂圈》講座 - 第四講：「香港爵士樂圈」 的再思,,fountaindechopin,25/8,3pm,Jim Hall @ Fountain,,【《香港爵士樂圈》講座 - 第四講：「香港爵士樂圈」 的再思】 @fountaindechopin | 25/8 | Jim Hall @ Fountain
Y,,暑期本地深度遊：溝草．溝通．溝酒,,icommonhk,31/8,12-6pm,深水埗 黑窗里 / 佐敦NOVA Bar,,【暑期本地深度遊：溝草．溝通．溝酒】 @icommonhk | 31/8 | 深水埗 黑窗里 / 佐敦NOVA Bar
Y,,社區訪談工作坊,04. 香港人/社區/文化,halfcupsquat,"1, 8, 15, 21, 22/9, 6/10",11am-1pm,半杯寮,,"【社區訪談工作坊】 @halfcupsquat | 1, 8, 15, 21, 22/9, 6/10 | 半杯寮"
Y,,【應用劇場 X 幼兒教育】分享會 X體驗環節 X跨專業交流,,tefohk,14/9,10am-5pm,TEFO開放空間,,【【應用劇場 X 幼兒教育】分享會 X體驗環節 X跨專業交流】 @tefohk | 14/9 | TEFO開放空間
Y,,【應用劇場 X 青少年世代】分享會 X體驗環節 X跨專業交流,,tefohk,14/12,10am-5pm,TEFO開放空間,,【【應用劇場 X 青少年世代】分享會 X體驗環節 X跨專業交流】 @tefohk | 14/12 | TEFO開放空間